image_path,merchant,ds,location,y,items,category,text,year,month,day,weekday,hour
F:\ai\ocr_recognition\dataset\train\images\en_1296.jpg,ONE BOWL 03/14/2022 11:06 Waiter:CASHIER 01 saute diced chicken 1 $18.00 with peanuts braised common carp $22.00 saute fish slices with $14.00 bamboo shoots instant boiled sliced $32.00 1 mutton 1 pork fillets with $18.00 sweet&soursauce saute shredded pork $11.00 witheggs&black fungus 1 pork with Sichuan $9.00 cabbage soup 1 $12.00 saute fish maw slices $16.00 saute pork in hot sauce saute chops with 1 $18.00 sweet&soursauce fride beancurd with $8.00 slicedpork&pepper saute cabbage&pepper $7.00 insweet&sour sauce 1 saute eggplant with $9.00 fish flavor stwed beancurd with 1 minced pork in pepper $8.00 sauce saute leek 1 $8.00 sprouts&eggs TOTAL $210.00 Thank you & see you again soon!,2022-03-14 11:06:00,,210.0,/14/2022 11:06 Waiter:CASHIER 01 saute diced chicken 1; saute fish slices with; 1 mutton 1 pork fillets with; witheggs&black fungus 1 pork with Sichuan; saute pork in hot sauce saute chops with 1; slicedpork&pepper saute cabbage&pepper; saute eggplant with; minced pork in pepper,其他,ONE BOWL 03/14/2022 11:06 Waiter:CASHIER 01 saute diced chicken 1 $18.00 with peanuts braised common carp $22.00 saute fish slices with $14.00 bamboo shoots instant boiled sliced $32.00 1 mutton 1 pork fillets with $18.00 sweet&soursauce saute shredded pork $11.00 witheggs&black fungus 1 pork with Sichuan $9.00 cabbage soup 1 $12.00 saute fish maw slices $16.00 saute pork in hot sauce saute chops with 1 $18.00 sweet&soursauce fride beancurd with $8.00 slicedpork&pepper saute cabbage&pepper $7.00 insweet&sour sauce 1 saute eggplant with $9.00 fish flavor stwed beancurd with 1 minced pork in pepper $8.00 sauce saute leek 1 $8.00 sprouts&eggs TOTAL $210.00 Thank you & see you again soon!,2022,3,14,0,11
F:\ai\ocr_recognition\dataset\train\images\en_1299.jpg,ONE BOWL 03/23/2022 11:51 Waiter:CASHIER 01 porkwith Sichuan $9.00 cabbage soup saute shredded pork $11.00 witheggs&black fungus saute fish maw slices $12.00 TOTAL $32.00,2022-03-23 11:51:00,,32.0,/23/2022 11:51 Waiter:CASHIER 01 porkwith Sichuan; witheggs&black fungus saute fish maw slices,其他,ONE BOWL 03/23/2022 11:51 Waiter:CASHIER 01 porkwith Sichuan $9.00 cabbage soup saute shredded pork $11.00 witheggs&black fungus saute fish maw slices $12.00 TOTAL $32.00,2022,3,23,2,11
F:\ai\ocr_recognition\dataset\train\images\en_1300.jpg,"ONEBOWL 101JALAN SULTAN,THESULTAN HOTEL 03/30/2022 11:38 Waiter:CASHIER 01 sautecabbage&pepper $7.00 1 insweet&sour sauce saute pork in hot sauce $16.00 TOTAL $23.00 Thank you & see you again soon!",2022-03-30 11:38:00,,23.0,"JALAN SULTAN,THESULTAN HOTEL 03/30/2022 11:38 Waiter:CASHIER 01 sautecabbage&pepper; insweet&sour sauce saute pork in hot sauce",其他,"ONEBOWL 101JALAN SULTAN,THESULTAN HOTEL 03/30/2022 11:38 Waiter:CASHIER 01 sautecabbage&pepper $7.00 1 insweet&sour sauce saute pork in hot sauce $16.00 TOTAL $23.00 Thank you & see you again soon!",2022,3,30,2,11
F:\ai\ocr_recognition\dataset\train\images\en_1301.jpg,ONE BOWL 03/30/2022 11:41 Waiter:CASHIER 01 saute eggplant with $9.00 fish flavor stwed beancurd with minced pork in pepper $8.00 sauce TOTAL $17.00 Thank you & see you again soon!,2022-03-30 11:41:00,,17.0,/30/2022 11:41 Waiter:CASHIER 01 saute eggplant with; sauce TOTAL,其他,ONE BOWL 03/30/2022 11:41 Waiter:CASHIER 01 saute eggplant with $9.00 fish flavor stwed beancurd with minced pork in pepper $8.00 sauce TOTAL $17.00 Thank you & see you again soon!,2022,3,30,2,11
F:\ai\ocr_recognition\dataset\train\images\en_1302.jpg,ONE BOWL 03/19/2022 10:16 Waiter:CASHIER 01 1 braised common carp $22.00 saute fish slices with 1 $14.00 bamboo shoots instant boiled sliced $32.00 mutton pork fillets with 1 $18.00 sweet&soursauce 1 saute shredded pork $11.00 witheggs&black fungus porkwith Sichuan $9.00 cabbage soup saute fish maw slices $12.00 saute pork in hot sauce $16.00 1 saute chops with $18.00 sweet&soursauce 1 fride beancurd with $8.00 slicedpork&pepper saute cabbage&pepper $7.00 insweet&sour sauce saute eggplant with $9.00 fish flavor stwed beancurd with minced pork in pepper $8.00 sauce 1 sauteleek sprouts&eggs $8.00 roast Beijing duck $25.00 TOTAL $217.00 Thank you & see you again soon!,2022-03-19 10:16:00,,217.0,/19/2022 10:16 Waiter:CASHIER 01 1 braised common carp; mutton pork fillets with 1; saute shredded pork; cabbage soup saute fish maw slices; 1 saute chops with; fride beancurd with; insweet&sour sauce saute eggplant with; sauce 1 sauteleek sprouts&eggs; TOTAL,其他,ONE BOWL 03/19/2022 10:16 Waiter:CASHIER 01 1 braised common carp $22.00 saute fish slices with 1 $14.00 bamboo shoots instant boiled sliced $32.00 mutton pork fillets with 1 $18.00 sweet&soursauce 1 saute shredded pork $11.00 witheggs&black fungus porkwith Sichuan $9.00 cabbage soup saute fish maw slices $12.00 saute pork in hot sauce $16.00 1 saute chops with $18.00 sweet&soursauce 1 fride beancurd with $8.00 slicedpork&pepper saute cabbage&pepper $7.00 insweet&sour sauce saute eggplant with $9.00 fish flavor stwed beancurd with minced pork in pepper $8.00 sauce 1 sauteleek sprouts&eggs $8.00 roast Beijing duck $25.00 TOTAL $217.00 Thank you & see you again soon!,2022,3,19,5,10
F:\ai\ocr_recognition\dataset\train\images\en_1303.jpg,ONE BOWL 03/18/2022 12:37 Waiter:CASHIER 01 saute cabbage&pepper $7.00 1 insweet&sour sauce instant boiled sliced $32.00 mutton $25.00 roast Beijing duck 1 $12.00 saute fish maw slices saute pork in hot sauce $16.00 TOTAL $92.00,2022-03-18 12:37:00,,92.0,/18/2022 12:37 Waiter:CASHIER 01 saute cabbage&pepper; insweet&sour sauce instant boiled sliced; roast Beijing duck 1; TOTAL,其他,ONE BOWL 03/18/2022 12:37 Waiter:CASHIER 01 saute cabbage&pepper $7.00 1 insweet&sour sauce instant boiled sliced $32.00 mutton $25.00 roast Beijing duck 1 $12.00 saute fish maw slices saute pork in hot sauce $16.00 TOTAL $92.00,2022,3,18,4,12
F:\ai\ocr_recognition\dataset\train\images\en_1342.jpg,"Coffee LOVE 1617 Simpson Avenue Harrisburg, PA 17111 03/10/2018 09:36AM SALE description Rate Amount Espresso Xz $5 $10 Instant Coffee X1 $6 $6 TOTAL:$16.00 Payment:8473 AUT#6916 APPROVED THANK YOU Customer Copy",2018-03-10 09:36:00,1617 Simpson Ave,16.0,"Simpson Avenue Harrisburg, PA 17111 03/10/2018 09:36AM SALE description Rate Amount Espresso Xz $5 $10 Instant Coffee X1 $6 $6 TOTAL:",餐饮,"Coffee LOVE 1617 Simpson Avenue Harrisburg, PA 17111 03/10/2018 09:36AM SALE description Rate Amount Espresso Xz $5 $10 Instant Coffee X1 $6 $6 TOTAL:$16.00 Payment:8473 AUT#6916 APPROVED THANK YOU Customer Copy",2018,3,10,5,9
F:\ai\ocr_recognition\dataset\train\images\en_1365.jpg,"Coffee LOVE 1617 Simpson Avenue Harrisburg, PA 17111 05/08/2018 11:31AM SALE description Rate Amount Instant Coffee Xa $6 $6 lced Espresso X1 $5 $5 IcedCoffeeX1$4.6 $4.6 TOTAL:$15.60 Payment:8473 AUT#6916 APPROVED THANK YOU Customer Copy",2018-05-08 11:31:00,1617 Simpson Ave,15.6,"Simpson Avenue Harrisburg, PA 17111 05/08/2018 11:31AM SALE description Rate Amount Instant Coffee Xa $6 $6 lced Espresso X1 $5 $5 IcedCoffeeX1$4.6 $4.6 TOTAL:",餐饮,"Coffee LOVE 1617 Simpson Avenue Harrisburg, PA 17111 05/08/2018 11:31AM SALE description Rate Amount Instant Coffee Xa $6 $6 lced Espresso X1 $5 $5 IcedCoffeeX1$4.6 $4.6 TOTAL:$15.60 Payment:8473 AUT#6916 APPROVED THANK YOU Customer Copy",2018,5,8,1,11
F:\ai\ocr_recognition\dataset\train\images\en_1425.jpg,DINE-IN Date:01-21-2022 13:05 NAME RATE AMT QTY lced CafeAmerican $12.00 $6.00 2 Iced Banana $13.60 $6.80 2 Americano $25.60 Ticket Total: $25.60 Total: THANK YOU! VISIT AGAIN! Powered by DinePlan http://www.dineplan.net,2022-01-21 13:05:00,,25.6,21-2022 13:05 NAME RATE AMT QTY lced CafeAmerican; 2 Iced Banana; 2 Americano,购物,DINE-IN Date:01-21-2022 13:05 NAME RATE AMT QTY lced CafeAmerican $12.00 $6.00 2 Iced Banana $13.60 $6.80 2 Americano $25.60 Ticket Total: $25.60 Total: THANK YOU! VISIT AGAIN! Powered by DinePlan http://www.dineplan.net,2022,1,21,4,13
F:\ai\ocr_recognition\dataset\train\images\en_1427.jpg,MURUGAN IDLI SHOP NANGANALLURCHENNAI-600061 DINE-IN Date:03-01-2022 06:57 NAME QTY RATE AMT Icod CafoLatto $6.00 $6.00 1 Eepresso $6.50 $6.50 1 Macchlato Iced Banana $6.80 $6.80 1 Amoricano Iced Mango 1 $6.80 $6.80 Americano Tlckot Total: $26.10 $26.10 Total: THANK YOUIVISITAGAINI Powered by DinePlan http://www.dineplan.net,2022-03-01 06:57:00,,26.1,DINE-IN Date:03-01-2022 06:57 NAME QTY RATE AMT Icod CafoLatto; 1 Eepresso; 1 Macchlato Iced Banana; 1 Amoricano Iced Mango 1; Americano Tlckot Total:,购物,MURUGAN IDLI SHOP NANGANALLURCHENNAI-600061 DINE-IN Date:03-01-2022 06:57 NAME QTY RATE AMT Icod CafoLatto $6.00 $6.00 1 Eepresso $6.50 $6.50 1 Macchlato Iced Banana $6.80 $6.80 1 Amoricano Iced Mango 1 $6.80 $6.80 Americano Tlckot Total: $26.10 $26.10 Total: THANK YOUIVISITAGAINI Powered by DinePlan http://www.dineplan.net,2022,3,1,1,6
F:\ai\ocr_recognition\dataset\train\images\en_1429.jpg,MURUGAN IDLI SHOP DINE-IN Date:03-28-2022 08:45 NAME QTY RATE AMT Cointreau $6.00 $6.00 Coffee Iced $6.50 $6.50 Mochaccino $12.50 Ticket Total: $12.50 Total: THANKYOU!VISITAGAIN! Powered by DinePlan http://www.dineplan.net,2022-03-28 08:45:00,,12.5,28-2022 08:45 NAME QTY RATE AMT Cointreau; Coffee Iced; Mochaccino,餐饮,MURUGAN IDLI SHOP DINE-IN Date:03-28-2022 08:45 NAME QTY RATE AMT Cointreau $6.00 $6.00 Coffee Iced $6.50 $6.50 Mochaccino $12.50 Ticket Total: $12.50 Total: THANKYOU!VISITAGAIN! Powered by DinePlan http://www.dineplan.net,2022,3,28,0,8
F:\ai\ocr_recognition\dataset\train\images\en_1432.jpg,SHOP DINE-IN Date:02-22-2022 08:11 NAME QTY RATE AMT Iced Peach $6.80 $6.80 Americano 1 Tlcket Total: $6.80 Total: $6.80 THANK YOUI VISIT AGAINI Powered by DinePlan http://www.dineplan.net,2022-02-22 08:11:00,,6.8,22-2022 08:11 NAME QTY RATE AMT Iced Peach; Americano 1 Tlcket Total:,购物,SHOP DINE-IN Date:02-22-2022 08:11 NAME QTY RATE AMT Iced Peach $6.80 $6.80 Americano 1 Tlcket Total: $6.80 Total: $6.80 THANK YOUI VISIT AGAINI Powered by DinePlan http://www.dineplan.net,2022,2,22,1,8
F:\ai\ocr_recognition\dataset\train\images\en_1433.jpg,NANGANALLURCHENNAI-600061 DINE-IN Date:01-30-2022 09:02 RATE AMT QTY NAME Rose Lady $39.00 5 $7.80 Coffee $39.00 Ticket Total: $39.00 Total: THANK YOU! VISITAGAIN! Powered by DinePlan http://www.dineplan.net,2022-01-30 09:02:00,,39.0,DINE-IN Date:01-30-2022 09:02 RATE AMT QTY NAME Rose Lady; Ticket Total:,餐饮,NANGANALLURCHENNAI-600061 DINE-IN Date:01-30-2022 09:02 RATE AMT QTY NAME Rose Lady $39.00 5 $7.80 Coffee $39.00 Ticket Total: $39.00 Total: THANK YOU! VISITAGAIN! Powered by DinePlan http://www.dineplan.net,2022,1,30,6,9
F:\ai\ocr_recognition\dataset\train\images\en_1434.jpg,MURUGAN IDLI SHOP NANGANALLURCHENNAI-600061 DINE-IN Date:03-30-2022 10:21 NAME QTY RATE AMT Coconut $6.50 $6.50 1 Coffee Tarrazu Coffee $7.20 $7.20 1 $13.70 Ticket Total: $13.70 Total: THANKYOU!VISITAGAIN! Powered by DinePlan http://www.dineplan.net,2022-03-30 10:21:00,,13.7,DINE-IN Date:03-30-2022 10:21 NAME QTY RATE AMT Coconut; 1 Coffee Tarrazu Coffee,餐饮,MURUGAN IDLI SHOP NANGANALLURCHENNAI-600061 DINE-IN Date:03-30-2022 10:21 NAME QTY RATE AMT Coconut $6.50 $6.50 1 Coffee Tarrazu Coffee $7.20 $7.20 1 $13.70 Ticket Total: $13.70 Total: THANKYOU!VISITAGAIN! Powered by DinePlan http://www.dineplan.net,2022,3,30,2,10
F:\ai\ocr_recognition\dataset\train\images\en_1436.jpg,MURUGAN IDLI SHOP DINE-IN Date:03-01-2022 10:00 NAME QTY RATE AMT Iced CafeLatte 1 $6.00 $6.00 Espresso 2 $6.50 $13.00 Macchlato Iced $6.50 $6.50 Mochaccino 1 Ticket Total: $25.50 Total: $25.50 THANK YOU! VISIT AGAIN! Powered by DinePlan http://www.dineplan.net,2022-03-01 10:00:00,,25.5,01-2022 10:00 NAME QTY RATE AMT Iced CafeLatte 1; Espresso 2; Macchlato Iced; Mochaccino 1 Ticket Total:,娱乐,MURUGAN IDLI SHOP DINE-IN Date:03-01-2022 10:00 NAME QTY RATE AMT Iced CafeLatte 1 $6.00 $6.00 Espresso 2 $6.50 $13.00 Macchlato Iced $6.50 $6.50 Mochaccino 1 Ticket Total: $25.50 Total: $25.50 THANK YOU! VISIT AGAIN! Powered by DinePlan http://www.dineplan.net,2022,3,1,1,10
F:\ai\ocr_recognition\dataset\train\images\en_1442.jpg,MURUGAN IDLI SHOP NANGANALLURCHENNAI-600061 DINE-IN Date:01-07-2022 08:29 NAME QTY RATE AMT Iced Coffee Float 1 $7.00 $7.00 Iced CafeLatte 3 $6.00 $18.00 SubTotal: $25.00 Total: $25.00 THANK YOU!VISITAGAINI Powered by DinePlan http://www.dineplan.net,2022-01-07 08:29:00,,25.0,DINE-IN Date:01-07-2022 08:29 NAME QTY RATE AMT Iced Coffee Float 1; Iced CafeLatte 3; SubTotal:,餐饮,MURUGAN IDLI SHOP NANGANALLURCHENNAI-600061 DINE-IN Date:01-07-2022 08:29 NAME QTY RATE AMT Iced Coffee Float 1 $7.00 $7.00 Iced CafeLatte 3 $6.00 $18.00 SubTotal: $25.00 Total: $25.00 THANK YOU!VISITAGAINI Powered by DinePlan http://www.dineplan.net,2022,1,7,4,8
F:\ai\ocr_recognition\dataset\train\images\en_1460.jpg,Sakon Thai @ Northpoint City 1 Northpoint Drive Order No.16 Date :05/06/2021 18:49 Item Price QTY Total 24.00 1 24.00 curry fish head 12.00 meat and bone tea 1 12.00 16.00 chicken satay 1 16.00 Subtotal:$ 52.00 SVC(10%):$ 5.20 Total:$ 57.20 #ServedByAlfred #ServedByAlfred,2021-05-06 18:49:00,,24.0,Northpoint Drive Order No.16 Date :05/06/2021 18:49 Item Price QTY Total; meat and bone tea 1; chicken satay 1; SVC(10%):$,餐饮,Sakon Thai @ Northpoint City 1 Northpoint Drive Order No.16 Date :05/06/2021 18:49 Item Price QTY Total 24.00 1 24.00 curry fish head 12.00 meat and bone tea 1 12.00 16.00 chicken satay 1 16.00 Subtotal:$ 52.00 SVC(10%):$ 5.20 Total:$ 57.20 #ServedByAlfred #ServedByAlfred,2021,5,6,3,18
F:\ai\ocr_recognition\dataset\train\images\en_1463.jpg,Friendship milk tea shop DATA:21/09/2018 09:28:41AM description Rate Amount Iced Blackbe rryTeax1 $5.5 $5.5 IcedLemon Teax1 $2.8 $2.8 Hot Teax1 $3.7 $3.7 SUBTOTAL $12.00 TAX $1.20 GRATUITY $0.00 TOTAL $13.20 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2018-09-21 09:28:00,,12.0,/09/2018 09:28:41AM description Rate Amount Iced Blackbe rryTeax1 $5.5 $5.5 IcedLemon Teax1 $2.8 $2.8 Hot Teax1 $3.7 $3.7 SUBTOTAL; GRATUITY,餐饮,Friendship milk tea shop DATA:21/09/2018 09:28:41AM description Rate Amount Iced Blackbe rryTeax1 $5.5 $5.5 IcedLemon Teax1 $2.8 $2.8 Hot Teax1 $3.7 $3.7 SUBTOTAL $12.00 TAX $1.20 GRATUITY $0.00 TOTAL $13.20 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2018,9,21,4,9
F:\ai\ocr_recognition\dataset\train\images\en_1464.jpg,Friendship milk tea shop DATA:10/03/2020 18:19:27PM Amount Rate deseription $3.7 $3.7 HK Style X1 strawberry $4 Milk Tea X1 $7.7 SUBTOTAL $0.70 TAX $0.00 GRATUITY $8.40 TOTAL PLEASE COME AGAIN,2020-10-03 18:19:00,,0.7,/03/2020 18:19:27PM Amount Rate deseription $3.7 $3.7 HK Style X1 strawberry $4 Milk Tea X1 $7.7 SUBTOTAL; GRATUITY,餐饮,Friendship milk tea shop DATA:10/03/2020 18:19:27PM Amount Rate deseription $3.7 $3.7 HK Style X1 strawberry $4 Milk Tea X1 $7.7 SUBTOTAL $0.70 TAX $0.00 GRATUITY $8.40 TOTAL PLEASE COME AGAIN,2020,10,3,5,18
F:\ai\ocr_recognition\dataset\train\images\en_1466.jpg,DATA:16/04/2020 17:20:17PM Rate Amount description Tea $2.8 $2.8 Hot X1 $5.5 IcedBlackberry Tea X1 $8.30 SUBTOTAL TAX $0.80 GRATUITY 000$ TOTAL $9.10 THANK YOU EOR DINING WITH US! PLEASE COME AGAIN,2020-04-16 17:20:00,,9.1,/04/2020 17:20:17PM Rate Amount description Tea $2.8 $2.8 Hot X1 $5.5 IcedBlackberry Tea X1; GRATUITY 000$ TOTAL,餐饮,DATA:16/04/2020 17:20:17PM Rate Amount description Tea $2.8 $2.8 Hot X1 $5.5 IcedBlackberry Tea X1 $8.30 SUBTOTAL TAX $0.80 GRATUITY 000$ TOTAL $9.10 THANK YOU EOR DINING WITH US! PLEASE COME AGAIN,2020,4,16,3,17
F:\ai\ocr_recognition\dataset\train\images\en_1469.jpg,Friendship milk tea shop DATA:17/04/2020 16:55:44PM description Rate Amount Pineapple Tea X1 $3.5 $3.5 HK StyleX1 $3.7 $3.7 SUBTOTAL $7.20 TAX $0.70 GRATUIEY $0.00 TOTAL $7.90 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2020-04-17 16:55:00,,7.2,/04/2020 16:55:44PM description Rate Amount Pineapple Tea X1 $3.5 $3.5 HK StyleX1 $3.7 $3.7 SUBTOTAL; GRATUIEY,餐饮,Friendship milk tea shop DATA:17/04/2020 16:55:44PM description Rate Amount Pineapple Tea X1 $3.5 $3.5 HK StyleX1 $3.7 $3.7 SUBTOTAL $7.20 TAX $0.70 GRATUIEY $0.00 TOTAL $7.90 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2020,4,17,4,16
F:\ai\ocr_recognition\dataset\train\images\en_1472.jpg,Friendship milk tea shop DATA:24/07/2020 21:37:58PM description Rate Amount IcedMilk Tea $3 $3 X1 Hot Lemon Tea $2.8 $2.8 X1 Pineapple Tea $3.5 $3.5 X1 SUBTOTAL $9.30 TAX $0.90 GRATUITY $0.00 TOTAL $10.20 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2020-07-24 21:37:00,,9.3,/07/2020 21:37:58PM description Rate Amount IcedMilk Tea $3 $3 X1 Hot Lemon Tea $2.8 $2.8 X1 Pineapple Tea $3.5 $3.5 X1 SUBTOTAL; GRATUITY,餐饮,Friendship milk tea shop DATA:24/07/2020 21:37:58PM description Rate Amount IcedMilk Tea $3 $3 X1 Hot Lemon Tea $2.8 $2.8 X1 Pineapple Tea $3.5 $3.5 X1 SUBTOTAL $9.30 TAX $0.90 GRATUITY $0.00 TOTAL $10.20 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2020,7,24,4,21
F:\ai\ocr_recognition\dataset\train\images\en_1473.jpg,Friendship milk tea shop DATA:30/04/2018 20:45:44 PM description Rate Amount PeanutMilkTeaXa $4 $4 CoconutMilkTeaXa$3.5 $3.5 SUBTOTAL $7.50 TAX $0.70 GRATUITY $0.00 TOTAL $8.20 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2018-04-30 20:45:00,,7.5,/04/2018 20:45:44 PM description Rate Amount PeanutMilkTeaXa $4 $4 CoconutMilkTeaXa$3.5 $3.5 SUBTOTAL; GRATUITY,餐饮,Friendship milk tea shop DATA:30/04/2018 20:45:44 PM description Rate Amount PeanutMilkTeaXa $4 $4 CoconutMilkTeaXa$3.5 $3.5 SUBTOTAL $7.50 TAX $0.70 GRATUITY $0.00 TOTAL $8.20 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2018,4,30,0,20
F:\ai\ocr_recognition\dataset\train\images\en_1474.jpg,Friendship milk tea shop DATA:14/03/2018 11:29:57AM Rate Amount description $7.0 Pineapple Tea x2S3.5 $7.00 SUBTOTAL $0.70 $0.00 GRATUITY $7.70 TOTAL PLEASE COME AGAIN,2018-03-14 11:29:00,,0.7,/03/2018 11:29:57AM Rate Amount description $7.0 Pineapple Tea x2S3.5,餐饮,Friendship milk tea shop DATA:14/03/2018 11:29:57AM Rate Amount description $7.0 Pineapple Tea x2S3.5 $7.00 SUBTOTAL $0.70 $0.00 GRATUITY $7.70 TOTAL PLEASE COME AGAIN,2018,3,14,2,11
F:\ai\ocr_recognition\dataset\train\images\en_1477.jpg,Friendship milk tea shop DATA:25/08/2020 19:48:37PM description Rate Amount Hot Lemon Tea $2.8 X2 $5.6 Peanut Milk $4 Tea X1 $4 Iced Milk Tea X1 $3 $3 SUBTOTAL $12.60 TAX $1.20 GRATUITY $0.00 TOTAL $13.80,2020-08-25 19:48:00,,12.6,/08/2020 19:48:37PM description Rate Amount Hot Lemon Tea $2.8 X2 $5.6 Peanut Milk $4 Tea X1 $4 Iced Milk Tea X1 $3 $3 SUBTOTAL; GRATUITY,餐饮,Friendship milk tea shop DATA:25/08/2020 19:48:37PM description Rate Amount Hot Lemon Tea $2.8 X2 $5.6 Peanut Milk $4 Tea X1 $4 Iced Milk Tea X1 $3 $3 SUBTOTAL $12.60 TAX $1.20 GRATUITY $0.00 TOTAL $13.80,2020,8,25,1,19
F:\ai\ocr_recognition\dataset\train\images\en_1479.jpg,Friendship milk tea shop DATA:19/03/2018 11:46:19AM description Rate Iced Milk Amount Tea X2 $3 $6 HKStylex1 $3.7 Hot Lemon $3.7 Teax1 $2.8 $2.8 SUBTOTAL $12.50 TAX $1.20 GRATUITY $0.00 TOTAL $13.70 PLBASE COME AGAIN,2018-03-19 11:46:00,,12.5,/03/2018 11:46:19AM description Rate Iced Milk Amount Tea X2 $3 $6 HKStylex1 $3.7 Hot Lemon $3.7 Teax1 $2.8 $2.8 SUBTOTAL; GRATUITY,餐饮,Friendship milk tea shop DATA:19/03/2018 11:46:19AM description Rate Iced Milk Amount Tea X2 $3 $6 HKStylex1 $3.7 Hot Lemon $3.7 Teax1 $2.8 $2.8 SUBTOTAL $12.50 TAX $1.20 GRATUITY $0.00 TOTAL $13.70 PLBASE COME AGAIN,2018,3,19,0,11
F:\ai\ocr_recognition\dataset\train\images\en_1481.jpg,Friendship milk tea shop DATA: 16/03/2020 18:20:27PM description Rate Amount HK Style X1 $3.7 $3.7 Strawberry Milk Tea X2 $4 8S Hot Tea X1 $3.7 $3.7 SUBTOTAL $15.40 TAX $1.50 GRATUITY $0.00 TOTAL $16.90 PLEASE COME AGAIN,2020-03-16 18:20:00,,15.4,/03/2020 18:20:27PM description Rate Amount HK Style X1 $3.7 $3.7 Strawberry Milk Tea X2 $4 8S Hot Tea X1 $3.7 $3.7 SUBTOTAL; GRATUITY,餐饮,Friendship milk tea shop DATA: 16/03/2020 18:20:27PM description Rate Amount HK Style X1 $3.7 $3.7 Strawberry Milk Tea X2 $4 8S Hot Tea X1 $3.7 $3.7 SUBTOTAL $15.40 TAX $1.50 GRATUITY $0.00 TOTAL $16.90 PLEASE COME AGAIN,2020,3,16,0,18
F:\ai\ocr_recognition\dataset\train\images\en_1485.jpg,Friendship milk tea shop DATA:15/03/2019 15:15:15PM description Rate Amount Pearl Milk Tea $4 X2 $8 Hot Lemon $2.8 X1 HK Style X2 $3.7 $7.4 SUBTOTAL $18.2 TAX $1.8 GRATUITY $0.00 TOTAL $20.00 PLEASE COME AGAIN,2019-03-15 15:15:00,,20.0,/03/2019 15:15:15PM description Rate Amount Pearl Milk Tea $4 X2 $8 Hot Lemon $2.8 X1 HK Style X2 $3.7 $7.4 SUBTOTAL $18.2 TAX $1.8 GRATUITY,餐饮,Friendship milk tea shop DATA:15/03/2019 15:15:15PM description Rate Amount Pearl Milk Tea $4 X2 $8 Hot Lemon $2.8 X1 HK Style X2 $3.7 $7.4 SUBTOTAL $18.2 TAX $1.8 GRATUITY $0.00 TOTAL $20.00 PLEASE COME AGAIN,2019,3,15,4,15
F:\ai\ocr_recognition\dataset\train\images\en_1492.jpg,Friendship milk tea shop DATA:24/10/2018 14:58:38PM description Rate Amount Iced Green Tea X1 $3.5 $3.5 Hot TeaX2 $3.7 $7.4 SUBTOTAL $10.90 $1.00 GRATUITY $0.00 TOTAL $11.90 PLEASE COME AGAIN,2018-10-24 14:58:00,,10.9,/10/2018 14:58:38PM description Rate Amount Iced Green Tea X1 $3.5 $3.5 Hot TeaX2 $3.7 $7.4 SUBTOTAL; GRATUITY,餐饮,Friendship milk tea shop DATA:24/10/2018 14:58:38PM description Rate Amount Iced Green Tea X1 $3.5 $3.5 Hot TeaX2 $3.7 $7.4 SUBTOTAL $10.90 $1.00 GRATUITY $0.00 TOTAL $11.90 PLEASE COME AGAIN,2018,10,24,2,14
F:\ai\ocr_recognition\dataset\train\images\en_1494.jpg,Friendship milk tea shop DATA:28/05/2018 21:41:58 PM description Rate Amount IcedBlackberry $5.5 TeaX1 $5.5 Iced Lemon Tea $2.8 X1 $2.8 SUBTOTAL $8.30 $0.80 GRATUITY $0.00 TOTAL $9.10 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2018-05-28 21:41:00,,8.3,/05/2018 21:41:58 PM description Rate Amount IcedBlackberry $5.5 TeaX1 $5.5 Iced Lemon Tea $2.8 X1 $2.8 SUBTOTAL; GRATUITY,餐饮,Friendship milk tea shop DATA:28/05/2018 21:41:58 PM description Rate Amount IcedBlackberry $5.5 TeaX1 $5.5 Iced Lemon Tea $2.8 X1 $2.8 SUBTOTAL $8.30 $0.80 GRATUITY $0.00 TOTAL $9.10 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2018,5,28,0,21
F:\ai\ocr_recognition\dataset\train\images\en_1495.jpg,Friendship milk tea shop DATA:28/06/2018 20:37:17 PM Rate Amount description Coconut MilkTeaX1 $3.5 $3.5 Taro Milk Tea Xa $3.5 $3.5 SUBTOTAL $7.0 TAX $0.70 GRATUITY $0.00 TOTAL $7.70 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2018-06-28 20:37:00,,7.7,/06/2018 20:37:17 PM Rate Amount description Coconut MilkTeaX1 $3.5 $3.5 Taro Milk Tea Xa $3.5 $3.5 SUBTOTAL $7.0 TAX; TOTAL,餐饮,Friendship milk tea shop DATA:28/06/2018 20:37:17 PM Rate Amount description Coconut MilkTeaX1 $3.5 $3.5 Taro Milk Tea Xa $3.5 $3.5 SUBTOTAL $7.0 TAX $0.70 GRATUITY $0.00 TOTAL $7.70 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2018,6,28,3,20
