image_path,text,category
F:\ai\ocr_recognition\dataset\train\images\en_1075.jpg,"GUEST CHECK Butcher Boy Pte Ltd Singapore,Singapore 089138 Emily-11/06/2107:51PM TABLE:Out1 Dish/Set Menu Amount $18.00 1xDuckBanh Mi $32.00 1x lberico PorkBelly $50.00 SubTotal $5.00 SVC TOTAL $55.00 Thankyou!",其他
F:\ai\ocr_recognition\dataset\train\images\en_1076.jpg,"GUEST CHECK Butcher Boy Pte Ltd Singapore,Singapore 089138 Emily-04/19/21 08:15PM TABLE:Out1 Dish/Set Menu Amount 1xCuttlefish roll $15.00 1x lberico Pork Belly $32.00 1xDuck Banh Mi $18.00 SubTotal $65.00 $6.50 SVC $71.50 TOTAL Thankyou!",其他
F:\ai\ocr_recognition\dataset\train\images\en_1077.jpg,"GUEST CHECK Butcher Boy Pte Ltd Singapore,Singapore089138 15 Emily-05/28/21 08:03 PM TABLE:Out1 Dish/Set Menu Amount 1xSteam pot chicken $21.00 1x Crispy Fish Skin $6.00 1x Duck Banh Mi $ 18.00 SubTotai $45.00 SVC $4.50 $ 49.50 TOTAL Thankyou!",其他
F:\ai\ocr_recognition\dataset\train\images\en_1078.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/25/2022 6:51PM Empioyee:Silvia P liver with cream ×1 $7.0 sauce stuffed chicken ×1 $8.2 Sub Total $15.2 Sales Tax $1.6 Order Total $16.8,其他
F:\ai\ocr_recognition\dataset\train\images\en_1079.jpg,FIVE GUYS Five Guys Milford-1334 9Medway Rd 7:48PM 3/23/2022 Empioyee:Silvia P $8.4 ox-tail soup ×1 x1 $6.0 kidney with cream Sub Total $14.4 Sales Tax $1.3 Order Total $15.7,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1080.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/29/2022 6:03PM Empioyee:Silvia P cold roast duck x1 $8.5 liver with cream ×1 $7.0 sauce Sub Total $15.5 Sales Tax $1.3 Order Total $16.8,其他
F:\ai\ocr_recognition\dataset\train\images\en_1081.jpg,FIVE GUYS 9 Medway Rd 3/25/2022 6:57PM Empioyee:Silvia P kidney with cream ×1 $6.0 beef tea x1 $5.0 Sub Total $11.0 Sales Tax $1.2 Order Total $12.2,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1082.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/23/2022 5:15PM Empioyee:Silvia P ×1 $8.5 cold roast pheasant kidney with cream ×1 $6.0 Sub Total $14.5 Sales Tax $1.2 Order Total $15.7,其他
F:\ai\ocr_recognition\dataset\train\images\en_1083.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/29/2022 6:53PM Empioyee:Silvia P ×1 $6.0 kidney with red wine liver with cream ×1 $7.0 sauce $13.0 Sub Total Sales Tax $1.1 Order Total $14.1,其他
F:\ai\ocr_recognition\dataset\train\images\en_1084.jpg,FIVE GUYS Five Guys Milford-1334 9Medway Rd 6:49PM 3/25/2022 Empioyee:Silvia P $8.4 mixed meat soup ×1 $5.0 beef tea ×1 Sub Total $13.4 Sales Tax $1.3 Order Total $14.7,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1085.jpg,FIVE GUYS Five Guys Milford-1334 9Medway Rd 3/25/2022 7:42PM Empioyee:Silvia P liver with cream x1 $7.0 sauce beef balls soup x1 $8.4 Sub Total $15.4 Sales Tax $1.7 Order Total $17.1,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1086.jpg,FIVE GUYS Five Guys Milford-1334 9Medway Rd 6:14PM 3/23/2022 Empioyee:Silvia P $5.5 mixed meat soup ×1 beef soup with ×1 $6.8 vegetables ×1 $5.0 cold beef tea $17.3 Sub Total Sales Tax $1.6 Order Total $18.9,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1087.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/28/2022 8:12PM Empioyee:Silvia P creamed mashed ×1 $7.0 peas soup stuffed eggs ×1 $6.5 Sub Total $13.5 Sales Tax $1.4 Order Total $14.9,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1088.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/24/2022 7:16PM Empioyee:Silvia P stuffed eggs with x1 $6.5 cheese stewed sausage $8.0 ×1 with cream $14.5 Sub Total Sales Tax $1.1 Order Total $15.6,其他
F:\ai\ocr_recognition\dataset\train\images\en_1089.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/28/2022 8:34PM Empioyee:Silvia P creamed mashed ×1 $7.0 peas soup mixed meat soup ×1 $8.4 Sub Total $15.4 Sales Tax $1.2 Order Total $16.6,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1090.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/29/2022 5:16PM Empioyee:Silvia P cold roast duck x1 $8.5 stuffed eggs with ×1 $6.5 cheese Sub Total $15.0 Sales Tax $1.4 Order Total $16.4,其他
F:\ai\ocr_recognition\dataset\train\images\en_1091.jpg,FIVE CGUYS Five Guys Milford-1334 9 Medway Rd 3/24/2022 7:32PM Empioyee:Silvia P stuffed chicken x1 $8.2 cold roast pheasant x1 $8.5 Sub Total $16.7 Sales Tax $1.8 Order Total $18.5,其他
F:\ai\ocr_recognition\dataset\train\images\en_1092.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/30/2022 7:45PM Empioyee:Silvia P fried ham and peas ×1 $8.0 withmustard beef balls soup x1 $8.4 Sub Total $16.4 Sales Tax $1.5 Order Total $17.9,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1093.jpg,FIVE GUYS Five Guys Milford-1334 9Medway Rd 3/23/2022 8:29PM Empioyee:Silvia P chicken soup with ×1 $6.8 mushrooms borsch ×1 $4.0 Sub Total $10.8 Sales Tax $1.5 Order Total $12.3,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1094.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/29/2022 8:52PM Empioyee:Silvia P fried ham and peas X1 $8.0 withmustard mixed meat soup ×1 $8.4 Sub Total $16.4 Sales Tax $1.8 Order Total $18.2,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1095.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/29/2022 5:28PM Empioyee:Silvia P creamed mashed x1 $7.0 peas soup $8.4 mixed meat soup x1 Sub Total $15.4 Sales Tax $1.1 Order Total $16.5,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1096.jpg,FIVE GUYS 9 Medway Rd 3/22/2022 2:31PM Empioyee:Silvia P $6.0 kidney with cream x1 stewed sausage $8.0 x1 with cream fried ham and peas ×1 $8.0 withmustard liver with cream ×1 $7.0 sauce $29.0 Sub Total $2.4 Sales Tax Order Total $31.4,其他
F:\ai\ocr_recognition\dataset\train\images\en_1097.jpg,FIVE GUYS Five Guys Milford-1334 9Medway Rd 3/30/2022 7:56PM Empioyee:Silvia P fried ham and peas x1 $8.0 withmustard $8.0 Sub Total $1.1 Sales Tax Order Total $9.1,其他
F:\ai\ocr_recognition\dataset\train\images\en_1098.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/23/2022 5:49PM Empioyee:Silvia P fish soup with ×1 $6.5 tomato x1 $8.2 stuffed chicken vegetables soup x1 $4.0 ×1 $6.5 stuffed eggs Sub Total $25.2 Sales Tax $1.7 Order Total $26.9,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1099.jpg,FIVE GUYS Five Guys Milford-1334 9Medway Rd 3/23/2022 5:51PM Empioyee:Silvia P cold roast duck x1 $8.5 stuffed chicken ×1 $8.2 ×1 $6.5 chicken soup liver with cream ×1 $7.0 sauce $30.2 Sub Total Sales Tax $2.9 Order Total $33.1,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1100.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/29/2022 6:15PM Empioyee:Silvia P fried ham and peas ×1 $8.0 withmustard cold roast duck ×1 $8.5 Sub Total $16.5 Sales Tax $1.4 Order Total $17.9,其他
F:\ai\ocr_recognition\dataset\train\images\en_1101.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 2:19PM 3/22/2022 Empioyee:Silvia P x1 $6.5 stuffed eggs cold roast duck x1 $8.5 x1 $8.4 ox-tail soup x1 $5.0 beef tea Sub Total $28.4 Sales Tax $3.1 Order Total $31.5,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1102.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/29/2022 5:28PM Empioyee:Silvia P soup with asparagus $5.5 ×1 liver with cream ×1 $7.0 sauce Sub Total $12.5 Sales Tax $1.6 Order Total $14.1,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1103.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/23/2022 5:36PM Empioyee:Silvia P fried ham and peas x1 $8.0 withcream stewed sausage x1 $8.2 with brown sauce x1 $8.5 cold roast duck $24.7 Sub Total Sales Tax $2.2 Order Total $26.9,其他
F:\ai\ocr_recognition\dataset\train\images\en_1104.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/22/2022 5:42PM Empioyee:Silvia P stuffed eggs with X1 $6.5 cheese x1 $8.0 beef balls soup fried ham and peas x1 $8.0 withmustard liver with cream $7.0 x1 sauce $29.5 Sub Total $2.6 Sales Tax Order Total $32.1,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1105.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/29/2022 6:42PM Empioyee:Silvia P fried ham and peas x1 $8.0 withmustard liver with cream ×1 $7.0 sauce Sub Total $15.0 Sales Tax $1.2 Order Total $16.2,其他
F:\ai\ocr_recognition\dataset\train\images\en_1106.jpg,FIVE GUYS Five Guys Milford-1334 9 Medway Rd 3/29/2022 7:37PM Empioyee:Silvia P kidney with red wine ×1 $6.0 liver with cream ×1 $7.0 sauce Sub Total $13.0 Sales Tax $1.1 Order Total $14.1,其他
F:\ai\ocr_recognition\dataset\train\images\en_1107.jpg,FIVE GUYS Five Guys Milford-1334 9Medway Rd 3/23/2022 6:21PM Empioyee:Silvia P chicken soup ×1 $6.5 sour cabbage soup ×1 $5.5 liverwithcream ×1 $7.0 sauce Sub Total $19.0 Sales Tax $1.3 Order Total $20.3,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1108.jpg,"VNTAGE CAFE 721 Kirkwood venue west Ho 1lywood, CA Host:H.PAUL 11/21/2018 ORDER:53169 12:58AM 16805 Description Amount Charcoal Coffee 1 $7.2 Hawalian Kona Coffee 1 $8.0 SUBTOTAL: $15.2 YOU*市示",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1109.jpg,"VNTAGE CAFE 721 Kirkwood venue west Ho llywood,CA Host:H.PAUL 12/25/2019 ORDER:59999 03:18PM 16805 Amount Description 1 $6.5 Espresso Macchiato 1 $7.2 Tarrazu Coffee $13.7 SUBTOTAL:",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1110.jpg,"VNTAGE CAFE. 721 Kirkwood venue west Ho 1lywood,CA 04/26/2019 Host:H.PAUL 09:20AM ORDER:59329 16805 Amount Description $6.5 1 Iced Mochaccino $6.5 SUBTOTAL: ****THANK",其他
F:\ai\ocr_recognition\dataset\train\images\en_1111.jpg,"VNTAGE CAFE. 721 Kirkwcod venue west Ho llywood, CA Host:H.PAUL 11/19/2018 06:59AM ORDER:53489 16805 Description Amount Coconut Coffee 1 $6.5 Hawaiian Kona Coffee 1 $8.0 $14.5 SUBTOTAL: ***THANK",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1112.jpg,"VNTAGE CAFE. 721 Kirkwood venue west Ho 1lywood, CA Host:H.PAUL 12/31/2019 ORDER:59199 03:36PM 16805 Description Amount Espresso Macchiato 1 $6.5 lced Mochaccino 1 $6.5 $13.0 SUBTOTAL:",其他
F:\ai\ocr_recognition\dataset\train\images\en_1113.jpg,"VNTAGE CAFE 721Kirkwood venue west Ho 1lywood,CA Host:H.PAUL 03/10/2019 ORDER:59229 07:21AM 16805 Description Amount Chocolate Coffee 1 $7.0 Iced Fruit Coffee 1 $6.5 $13.5 SUBTOTAL:",餐饮 - 甜点
F:\ai\ocr_recognition\dataset\train\images\en_1114.jpg,"VNTAGE CAFE. 721 Kirkwood venue west Ho 1lywood, CA 10/11/2019 Host:H.PAUL 07:27AM ORDER:59269 16805 Amount Description $7.2 1 Charcoal Coffee $6.5 Iced Fruit Coffee $13.7 SUBTOTAL: **********THANK",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1115.jpg,"VNTAGE CAFE. 721 Kirkwood venue west Ho 1lywood,CA 11/03/2018 Host:H.PAUL 09:59AM ORDER:53499 16805 Amount Description $6.5 1 Coconut Coffee 1 $6.0 Brazil Coffee $12.5 SUBTOTAL:",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1116.jpg,"VNTAGE CAFE. 721 Kirkwoodvenue west Ho 1lywood, CA Host:H.PAUL 10/31/2019 04:36PM ORDER:59119 16805 Amount Description $6.5 Espresso Macchiato L $6.0 Iced CafeAmericano $12.5 SUBTOTAL:",其他
F:\ai\ocr_recognition\dataset\train\images\en_1117.jpg,"VNTAGE CAFE. 721Kirkwood venue west Ho 1lywood,CA 10/01/2019 Host:H.PAUL 10:05PM ORDER:59699 16805 Amount Description 1 $7.8 Rose Lady Coffee 1 $6.0 Irish Coffee $13.8 SUBTOTAL:",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1118.jpg,"VNTAGE CAFE. 721 Kirkwood venue west Ho 1lywood,CA 10/18/2018 Host:H.PAUL ORDER:53269 07:58AM 16805 Amount Description 1 $7.2 Charcoal Coffee 1 $6.5 French Vanilla Coffee $13.7 SUBTOTAL:",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1119.jpg,"VNTAGE CAFE. 721 Kirkwood venue west Ho llywood, CA 05/24/2018 Host:H.PAUL 09:41AM ORDER:52499 16805 Amount Description 1 $6.5 Coconut Coffee 1 $6.0 Ginger Juice Coffee $12.5 SUBTOTAL:",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1120.jpg,"VNTAGE CAFE. 721Kirkwoodvenue west Ho 1lywood, CA Host:H.PAUL 10/06/2019 ORDER:59159 04:33PM 16805 Description Amount Espresso Macchiato 1 $6.5 French Vanilla Coffee 1 $6.5 SUBTOTAL: $13.0 *****THANK YO**********",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1121.jpg,"VNTAGE CAFE. 721 Kirkwood venue west Ho 1lywood, CA Host:H.PAUL 10/06/2019 ORDER:59669 08:27PM 16805 Description Amount Rose Lady Coffee 1 $7.8 Tarrazu Coffee 1 $7.2 SUBTOTAL: $15.0",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1122.jpg,"VNTAGE CAFE. 721 Kirkwood venue West Ho lywood, CA Host:H.PAUL 08/25/2019 ORDER:59659 08:11PM 16805 Amount Description $7.0 Iced Coffee Float 1 1 $7.2 Tarrazu Coffee $14.2 SUBTOTAL: *****THANK YO**********",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1123.jpg,"VNTAGE CAFE 721Kirkwoodvenue west Ho 1lywood,CA Host:H.PAUL 08/21/2018 ORDER:51511 08:11AM 16805 Description Amount Iced Pineapple Americano 1 $6.8 1 $7.2 Tres Rios Coffee SUBTOTAL: $14.0",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1124.jpg,"VNTAGE CAFE 721 Kirkwood venue west Ho llywood, CA 10/19/2019 Host:H.PAUL 00 ORDER:59269 16805 Amount Descriptian $13.0 2 Espresso Macchiato $7.2 1 Tres Rios Coffee $20.2 SUBTOTAL:",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1125.jpg,"VNTAGE CAFE. 721 Kirkwood venue west Ho 1lywcod, CA 12/13/2019 Host:H.PAUL 07:25PM ORDER:59879 16805 Amount Description $6.0 iced Mexican Coffee 1 $7.2 1 Tarrazu Coffee $13.2 SUBTOTAL: YO**********",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1126.jpg,"VNTAGE CAFE. 721Kirkwood venue west Ho 1lywood, CA 06/11/2018 Host:H.PAUL 10:41AM ORDER:53699 16805 Amount Description $7.8 1 Rose Lady Coffee $7.8 SUBTOTAL:",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1127.jpg,"VNTAGE CAFE. 721 Kirkwood venue west Ho llywood,CA 08/19/2019 Host:H.PAUL 01:16PM ORDER:59649 16805 Amount Description $7.0 Iced Coffee Float $6.8 1 lced Banana Americano $13.8 SUBTOTAL:",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1128.jpg,"VNTAGE CAFE 721Kirkwoodvenue west Ho 1lywood,CA Host:H.PAUL 08/10/2018 ORDER:52711 11:05AM 16805 Description Amount 1 $6.0 Iced CafeLatte 1 $6.5 Espresso Con Panna SUBTOTAL: $12.5",其他
F:\ai\ocr_recognition\dataset\train\images\en_1129.jpg,"VNTAGE CAFE. 721 Kirkwood venue west Ho 1lywood,CA Host:H.PAUL 10/11/2019 ORDER:59259 04:08PM 16805 Description Amount Espresso Macchiato $13.0 2 SUBTOTAL: $13.0 **********THANK YO**********",其他
F:\ai\ocr_recognition\dataset\train\images\en_1130.jpg,"VNTAGE CAFE 721Kirkwoodvenue west Ho 1lywood, CA 12/04/2019 Host:H.PAUL 07:14PM ORDER:59869 16805 Amount Description $6.0 1 Iced Mexican Coffee 1 $6.5 Coconut Coffee $12.5 SUBTOTAL: **********THANK",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1131.jpg,"VNTAGE CAFE. 721 Kirkwoodvenue west Ho llywood,CA 06/16/2018 Host:H.PAUL 10:55AM ORDER:50299 16805 Description Amount Coconut Coffee $13.0 SUBTOTAL: $13.0",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1132.jpg,"VNTAGE CAFE 721 Kirkwood venue west Ho 1lywood,CA Host:H.PAUL 03/12/2019 ORDER:59639 02:21PM 16805 Description Amount Iced Peach Americano $6.8 1 Iced Banana Americano $6.8 SUBTOTAL: $13.6",购物 - 水果
F:\ai\ocr_recognition\dataset\train\images\en_1133.jpg,"VNTAGE CAFE. 721 Kirkwood venue west Ho 1lywood, CA 10/04/2019 Host:H.PAUL 07:28PM ORDER:59769 16805 Description Amount 1 $6.5 Dame Coffee $6.5 Coconut Coffee $13.0 SUBTOTAL: **水水***THANK",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1134.jpg,"VNTAGE CAFE 721Kirkwood venue west Ho 1lywood,CA 05/10/2018 Host:H.PAUL 08:58AM ORDER:51598 16805 Amount Description 1 $6.8 Iced Pineapple Americano 1 $7.2 Tarrazu Coffee $14.0 SUBTOTAL:",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1135.jpg,"VNTAGE CAFE. 721Kirkwood venue west Ho 1lywood,CA 04/06/2019 Host:H.PAUL 11:20AM ORDER:59339 16805 Amount Description 1 $6.8 Iced Pineapple Americano $6.8 SUBTOTAL: ****THANK",其他
F:\ai\ocr_recognition\dataset\train\images\en_1136.jpg,"VNTAGE CAFE. 721 Kirkwood venue west Ho 1lywood, CA Host:H.PAUL 10/24/2019 ORDER:59799 07:16PM 16805 Amount Description 1 $6.5 Dame Coffee 1 $6.0 Irish Coffee $12.5 SUBTOTAL:",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1137.jpg,"VNTAGE CAFE. 721Kirkwood venue west Ho 1lywood,CA 05/15/2018 Host:H.PAUL 08:47AM ORDER:51299 16805 Amount Description $6.8 1 Iced Pineapple Americano 1 $7.2 Tarrazu Coffee $7.0 Saronno Coffee $21.0 SUBTOTAL:",餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1138.jpg,"Ball shop101 1801 Bering Drive 3,27,2022 16:12 $29.00 BobbyR Cashier: ice hockey 1 $15.00 1 $14.00 badminton Paid: $29.00 Cash: $29.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1139.jpg,"Ball shop101 1801 Bering Drive 3,13,2022 08:54 $32.00 BobbyR Cashier: $32.00 1 basketball Paid: $32.00 Cash: $32.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1140.jpg,"Ball shop101 1801 Bering Drive 3,24,2022 10:56 $46.00 Cashier: BobbyR badminton $14.00 basketball $32.00 Paid: Cash: $46.00 $46.00",其他
F:\ai\ocr_recognition\dataset\train\images\en_1141.jpg,"Ball shop101 1801 Bering Drive 3,26,2022 15:21 $41.00 Cashier: BobbyR ice hockey 1 $15.00 softball 1 $26.00 Paid: $41.00 Cash: $41.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1142.jpg,"Ball shop101 1801 Bering Drive 3,13,2022 08:48 $48.00 BobbyR Cashier: 3 $48.00 handball Paid: $48.00 Cash: $48.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1143.jpg,"Ball shop101 1801 Bering Drive 3,27,2022 16:12 $32.00 Cashier: BobbyR bowling 1 $16.00 hockey $16.00 Paid: $32.00 Cash: $32.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1144.jpg,"Ball shop101 1801 Bering Drive 3,26,2022 10:22 $50.00 Cashier: BobbyR rugby 1 $24.00 softball 1 $26.00 Paid: $50.00 Cash: $50.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1145.jpg,"Ball shop101 1801 Bering Drive 学英语 3,24,2022 09:56 $46.00 Cashier: BobbyR football 1 $30.00 bowling $16.00 Paid: $46.00 Cash: $46.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1146.jpg,"Ball shop101 1801 Bering Drive 3,27,2022 14:36 $40.00 Cashier: BobbyR rugby 1 $24.00 handball 1 $16.00 Paid: $40.00 Cash: $40.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1147.jpg,"Ball shop101 1801 Bering Drive 3,24,2022 10:16 $46.00 BobbyR Cashier: $14.00 badminton 1 $32.00 1 basketball $46.00 Paid: Cash: $46.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1148.jpg,"Ball shop101 1801 Bering Drive 3,22,2022 14:26 $41.00 Cashier: BobbyR 1 $14.00 water polo 1 $16.00 bowling 1 $11.00 table tennis Paid: $41.00 Cash: $41.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1149.jpg,"Ball shop101 1801 Bering Drive 3,13,2022 08:24 $16.00 Cashier: BobbyR tennis $16.00 Paid: $16.00 Cash: $16.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1150.jpg,"Ball shop101 1801 Bering Drive 3,27,2022 14:12 $29.00 Cashier: BobbyR cricket 1 $13.00 tennis $16.00 1 Paid: $29.00 Cash: $29.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1151.jpg,"Ball shop101 1801 Bering Drive 3,21,2022 15:16 $52.00 Cashier: BobbyR golf $15.00 1 handball $16.00 1 volleyball $21.00 Paid: $52.00 Cash: $52.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1152.jpg,"Ball shop101 1801 Bering Drive “快捷”系列 最新书讯及教 3,11,2022 21:31 $45.00 Cashier: BobbyR golf 3 $45.00 Paid: $45.00 Cash: $45.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1153.jpg,"Ball shop101 1801 Bering Drive 3,24,2022 19:52 $59.00 BobbyR Cashier: $16.00 1 hockey $13.00 cricket 1 $30.00 football 8 美 Paid: $59.00 Cash: $59.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1154.jpg,"Ball shop101 1801 Bering Drive 3,12,2022 16:29 $36.00 Cashier: BobbyR table tennis 2 $22.00 badminton 1 $14.00 Paid: $36.00 Cash: $36.00 Never admit defeat een Pe 10x15c",其他
F:\ai\ocr_recognition\dataset\train\images\en_1155.jpg,"Ball shop101 1801 Bering Drive 3,23,2022 19:27 $43.00 BobbyR Cashier: $14.00 1 polo $14.00 1 water polo $15.00 1 golf $43.00 Paid: $43.00 Cash: Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1156.jpg,"Ball shop101 1801 Bering Drive 3,11,2022 21:16 $29.00 Cashier: BobbyR bowling 1 $16.00 cricket $13.00 1 Paid: $29.00 Cash: $29.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1157.jpg,"Ball shop101 1801 Bering Drive 3,14,2022 16:39 $154.00 Cashier: BobbyR handball 1 $16.00 bowing 5 $80.00 badminton 2 $28.00 polo 1 $14.00 hockey 1 $16.00 Paid: $154.00 Cash: $154.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1158.jpg,"Ball shop101 1801 Bering Drive The Green Party 4""×6""10x15cm 3,29,2022 13:19 $36.00 BobbyR Cashier: $15.00 ice hockey $21.00 volleyball Paid: $36.00 Cash: $36.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1159.jpg,"Ball shop101 1801 Bering Drive 3,13,2022 09:11 $30.00 BobbyR Cashier: 2 $30.00 ice hockey $30.00 Paid: $30.00 Cash: Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1160.jpg,"Ball shop101 1801 Bering Drive 3,24,2022 09:24 $54.00 BobbyR Cashier: $30.00 1 football 1 $24.00 rugby Paid: $54.00 Cash: $54.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1161.jpg,"Ball shop101 1801 Bering Drive 3,12,2022 16:47 $64.00 Cashier: BobbyR basketball 2 $64.00 Paid: $64.00 Cash: $64.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1162.jpg,"Ball shop101 1801 Bering Drive 3,29,2022 13:52 $31.00 Cashier: BobbyR ice hockey 1 $15.00 $16.00 tennis 1 Paid: $31.00 Cash: $31.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1163.jpg,"Ball shop101 1801 Bering Drive 3,23,2022 10:59 $37.00 Cashier: BobbyR table tennis $11.00 1 $26.00 softball 1 Paid: $37.00 Cash: $37.00 Never admit defeat",其他
F:\ai\ocr_recognition\dataset\train\images\en_1164.jpg,"Ball shop101 1801 Bering Drive 3,28,2022 11:23 $39.00 Cashier: BobbyR polo $14.00 1 $25.00 baseball Paid: $39.00 Cash: $39.00 Never admit defeat",其他
